Year	Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
1900	Knae	F	1014	Fuzou	A611448-E	 	Ic Ni 		623	NaVa	M8 V	{ 1 }	(D32+1)	[355A]	B	0	78

1105	Knae	F	1016	Dhekaeaegoe	C300100-8	 	Lo Va 		601	VK	G5 V	{ 0 }	(900+1)	[]	B	0	0
1201	Knae	F	1016	Dhekaeaegoe	X300000-8	 	Di Va 		001	VK	G5 V	{ -3 }	(900-5)	[0000]	B	0	-45
1447	Knae	F	1016	Dhekaeaegoe	X300000-8	 	Di Va 		001	Wild	G5 V	{ -3 }	(900-2)	[0000]	B	0	-18
1508	Knae	F	1016	Dhekaeaegoe	X300000-8	 	Di Va 		001	Wild	G5 V	{ -3 }	(900-4)	[0000]	B	0	-36
1900	Knae	F	1016	Dhekaeaegoe	E30098A-6	 	Hi Na In Va 		601	NaVa	G5 V	{ 0 }	(888-2)	[E976]	BE	0	-1024

1105	Knae	F	1018	Alang	B334976-7	 	Hi 		412	VK	F3 V	{ 0 }	(785+1)	[]	BE	0	0
1201	Knae	F	1018	Alang	X334000-7	 	Di 		012	VK	F3 V	{ -3 }	(700+1)	[0000]	B	0	7
1447	Knae	F	1018	Alang	X334000-7	 	Di 		012	Wild	F3 V	{ -3 }	(700-4)	[0000]	B	0	-28
1508	Knae	F	1018	Alang	X334000-7	 	Di 		012	Wild	F3 V	{ -3 }	(700-2)	[0000]	B	0	-14
1900	Knae	F	1018	Alang	E334312-2	 	Lo 		512	NaVa	F3 V	{ -3 }	(720+1)	[1153]	B	0	14

1105	Knae	F	1019	Gvurrilvul	B546310-7	 	Lo 		421	VK	K8 V	{ 0 }	(620-4)	[]	B	0	0
1201	Knae	F	1019	Gvurrilvul	D546234-4	 	Lo 		221	VK	K8 V	{ -3 }	(610+1)	[1131]	B	0	6
1447	Knae	F	1019	Gvurrilvul	D546000-4	 	Di 		021	Wild	K8 V	{ -3 }	(600-5)	[0000]	B	0	-30
1508	Knae	F	1019	Gvurrilvul	D546000-4	 	Di 		021	Wild	K8 V	{ -3 }	(600+2)	[0000]	B	0	12
1900	Knae	F	1019	Gvurrilvul	B546342-7	 	Lo 		121	NaVa	K8 V	{ -1 }	(620+1)	[623A]	B	0	12

1105	Knae	F	1020	Aroeoeur	X749689-0	 	Ni 		301	VK	F1 V M3 V	{ 0 }	(752+2)	[]	B	0	0
1201	Knae	F	1020	Aroeoeur	X749621-0	 	Ni 	B	401	VK	F1 V M3 V	{ -3 }	(752-1)	[5371]	B	0	-70
1447	Knae	F	1020	Aroeoeur	X749000-0	 	Ba 		001	Wild	F1 V M3 V	{ -3 }	(700-1)	[0000]	B	0	-7
1508	Knae	F	1020	Aroeoeur	X749000-0	 	Ba 		001	Wild	F1 V M3 V	{ -3 }	(700+1)	[0000]	B	0	7
1900	Knae	F	1020	Aroeoeur	B749320-9	 	Lo 		901	NaVa	F1 V M3 V	{ 0 }	(820+1)	[334A]	B	0	16

1105	Knae	J	1022	Knengorrg	C8C0237-4	 	He Lo 		105	VK	M2 V	{ 0 }	(610+3)	[]	B	0	0
1201	Knae	J	1022	Knengorrg	X8C0000-4	 	Di He 		005	VK	M2 V	{ -3 }	(600-3)	[0000]	B	0	-18
1447	Knae	J	1022	Knengorrg	X8C0000-4	 	Di He 		005	Wild	M2 V	{ -3 }	(600+2)	[0000]	B	0	12
1508	Knae	J	1022	Knengorrg	X8C0000-4	 	Di He 		005	Wild	M2 V	{ -3 }	(600-1)	[0000]	B	0	-6
1900	Knae	J	1022	Knengorrg	X8C0300-0	 	He Lo 		905	NaVa	M2 V	{ -3 }	(620-1)	[1161]	B	0	-12

1105	Knae	N	1032	Ugnogvas	E645457-5	 	Ni Pa 		100	Ve	F6 V	{ 0 }	(732-4)	[]	Bc	0	0
1201	Knae	N	1032	Ugnogvas	X645336-4	 	Lo 		400	Ve	F6 V	{ -3 }	(720+1)	[5136]	B	0	14
1447	Knae	N	1032	Ugnogvas	X645000-4	 	Di 		000	Wild	F6 V	{ -3 }	(700+1)	[0000]	B	0	7
1508	Knae	N	1032	Ugnogvas	X645000-4	 	Di 		000	Wild	F6 V	{ -3 }	(700+1)	[0000]	B	0	7
1900	Knae	N	1032	Ugnogvas	D645A8D-7	 	Hi In 		400	NaVa	F6 V	{ 0 }	(797+4)	[7A79]	BE	0	1764

1105	Knae	N	1033	Gnungdzoue	C78786A-1	 	Ga Pa Ri Ph 		203	Ve	F7 V M0 V	{ 0 }	(77B-1)	[]	BcCe	0	0
1201	Knae	N	1033	Gnungdzoue	E7878BD-1	 	Ga Pa Ri Ph 	B	303	Ve	F7 V M0 V	{ -1 }	(77A-2)	[9715]	BcCe	0	-980
1447	Knae	N	1033	Gnungdzoue	E787855-0	 	Ga Pa Ri Ph 		103	Wild	F7 V M0 V	{ -1 }	(77A-2)	[4731]	BcCe	0	-980
1508	Knae	N	1033	Gnungdzoue	E787776-0	 	Ag Ri Ga 		903	Wild	F7 V M0 V	{ 0 }	(766+4)	[4761]	BC	0	1008
1900	Knae	N	1033	Gnungdzoue	B787200-5	 	Ga Lo 		703	NaVa	F7 V M0 V	{ -1 }	(710-2)	[3148]	B	0	-14

1105	Knae	N	1035	Uekhsoroz	C5236A7-2	 	Na Px Po Ni 		802	Ve	M0 V	{ 0 }	(455-3)	[]	B	0	0
1201	Knae	N	1035	Uekhsoroz	X523000-2	 	Di Na Px Po 		002	Ve	M0 V	{ -3 }	(400-2)	[0000]	B	0	-8
1447	Knae	N	1035	Uekhsoroz	X523000-2	 	Di Na Px Po 		002	Wild	M0 V	{ -3 }	(400+1)	[0000]	B	0	4
1508	Knae	N	1035	Uekhsoroz	X523000-2	 	Di Po 		002	Wild	M0 V	{ -3 }	(400-3)	[0000]	B	0	-12
1900	Knae	N	1035	Uekhsoroz	E523ADD-6	 	Hi Na In Po 		902	NaVa	M0 V	{ 0 }	(494-1)	[6A42]	BE	0	-144

1105	Knae	N	1036	Faekaaae	E866977-8	 	Ga Hi Pr 		318	Ve	F0 V M2 V G1 V	{ 0 }	(C87-2)	[]	BcE	0	0
1201	Knae	N	1036	Faekaaae	X86696A-5	 	Ga Hi Pr 	B	418	Ve	F0 V M2 V G1 V	{ -1 }	(385+3)	[A8AA]	BcE	0	360
1447	Knae	N	1036	Faekaaae	X8669BC-2	 	Ga Hi Pr 		218	Wild	F0 V M2 V G1 V	{ -1 }	(385-3)	[7853]	BcE	0	-360
1508	Knae	N	1036	Faekaaae	X866976-3	 	Ga Hi Pr 		118	Wild	F0 V M2 V G1 V	{ -1 }	(389+4)	[6854]	BcE	0	864
1900	Knae	N	1036	Faekaaae	D866584-7	 	Ag Pr Ga Ni 		618	NaVa	F0 V M2 V G1 V	{ -2 }	(340-2)	[8359]	BcC	0	-24

1105	Knae	N	1039	Fourzorr	A427A9C-E	 	Hi In 		102	Ve	F9 V	{ 0 }	(A95+4)	[]	BE	0	0
1201	Knae	N	1039	Fourzorr	X427000-E	 	Di In 		002	Ve	F9 V	{ 0 }	(A00+1)	[0000]	BE	0	10
1447	Knae	N	1039	Fourzorr	X427000-E	 	Di In 		002	Wild	F9 V	{ 0 }	(A00+1)	[0000]	BE	0	10
1508	Knae	N	1039	Fourzorr	X427000-E	 	Di 		002	Wild	F9 V	{ -1 }	(A00-1)	[0000]	B	0	-10
1900	Knae	N	1039	Fourzorr	A427A9E-E	 	Hi In 		202	NaVa	F9 V	{ 4 }	(A97+3)	[CE5C]	BEf	0	1890

1105	Knae	B	1104	Thokul	C221103-6	 	Lo Po 		202	Va	M5 V	{ 0 }	(A00+1)	[]	B	0	0
1201	Knae	B	1104	Thokul	X221000-6	 	Di Po 		002	Va	M5 V	{ -3 }	(A00-1)	[0000]	B	0	-10
1447	Knae	B	1104	Thokul	X221000-6	 	Di Po 		002	Wild	M5 V	{ -3 }	(A00+1)	[0000]	B	0	10
1508	Knae	B	1104	Thokul	X221000-6	 	Di Po 		002	Wild	M5 V	{ -3 }	(A00+1)	[0000]	B	0	10
1900	Knae	B	1104	Thokul	C221145-5	 	Lo Po 		202	NaVa	M5 V	{ -2 }	(A00+1)	[1182]	B	0	10

1105	Knae	B	1110	Dzizenranoen	B441886-6	 	He Ph Pi Po 		324	Va	G8 V	{ 0 }	(474-4)	[]	BDe	0	0
1201	Knae	B	1110	Dzizenranoen	D4418B6-4	 	He Ph Pi Po 	B	424	Va	G8 V	{ -2 }	(476+3)	[3644]	BDe	0	504
1447	Knae	B	1110	Dzizenranoen	D441878-0	 	He Ph Pi Po 		224	Wild	G8 V	{ -2 }	(47A+3)	[8691]	BDe	0	840
1508	Knae	B	1110	Dzizenranoen	D441836-1	 	He Ph Pi Po 		124	Wild	G8 V	{ -2 }	(475+1)	[A671]	BDe	0	140
1900	Knae	B	1110	Dzizenranoen	X441623-0	 	He Ni Po 		824	NaVa	G8 V	{ -3 }	(453+3)	[43A2]	B	0	180

1105	Knae	F	1116	Thasoeuegi	C657895-3	 	Ga Pa Ph 		615	VK	F7 V M1 V	{ 0 }	(278-3)	[]	Bce	0	0
1201	Knae	F	1116	Thasoeuegi	E657873-1	 	Ga Pa Ph 	B	715	VK	F7 V M1 V	{ -2 }	(274+1)	[A671]	Bce	0	56
1447	Knae	F	1116	Thasoeuegi	E657843-0	 	Ga Pa Ph 		315	Wild	F7 V M1 V	{ -2 }	(272+5)	[8692]	Bce	0	140
1508	Knae	F	1116	Thasoeuegi	E65788B-0	 	Ga Pa Ph 		415	Wild	F7 V M1 V	{ -2 }	(275-2)	[9681]	Bce	0	-140
1900	Knae	F	1116	Thasoeuegi	B657155-7	 	Ga Lo 		915	NaVa	F7 V M1 V	{ -1 }	(200+3)	[1183]	B	0	6

1105	Knae	F	1119	Aesaenuell	B7B4575-9	 	Fl Ni 		300	VK	K0 V	{ 0 }	(744+2)	[]	B	0	0
1201	Knae	F	1119	Aesaenuell	X7B4000-9	 	Di Fl 		000	VK	K0 V	{ -2 }	(700+3)	[0000]	B	0	21
1447	Knae	F	1119	Aesaenuell	X7B4000-9	 	Di Fl 		000	Wild	K0 V	{ -2 }	(700-2)	[0000]	B	0	-14
1508	Knae	F	1119	Aesaenuell	X7B4000-9	 	Di Fl 		000	Wild	K0 V	{ -2 }	(700+4)	[0000]	B	0	28
1900	Knae	F	1119	Aesaenuell	C7B4200-8	 	Fl Lo 		900	NaVa	K0 V	{ -2 }	(710-3)	[6126]	B	0	-21

1105	Knae	J	1126	Dhuksalaeng	C555333-5	 	Lo 		614	VK	F5 V	{ 0 }	(520+3)	[]	B	0	0
1201	Knae	J	1126	Dhuksalaeng	E555236-3	 	Lo 		114	VK	F5 V	{ -3 }	(510+3)	[4156]	B	0	15
1447	Knae	J	1126	Dhuksalaeng	E555000-3	 	Di 		014	Wild	F5 V	{ -3 }	(500+1)	[0000]	B	0	5
1508	Knae	J	1126	Dhuksalaeng	E555000-3	 	Di 		014	Wild	F5 V	{ -3 }	(500+1)	[0000]	B	0	5
1900	Knae	J	1126	Dhuksalaeng	E555ACA-6	 	Hi 		114	NaVa	F5 V	{ -1 }	(595+1)	[E977]	BE	0	225

1105	Knae	J	1129	Zozaeue	D654341-6	 	Lo 		905	Va	K9 V	{ 0 }	(620+2)	[]	B	0	0
1201	Knae	J	1129	Zozaeue	X654311-4	 	Lo 		805	Va	K9 V	{ -3 }	(620-1)	[2163]	B	0	-12
1447	Knae	J	1129	Zozaeue	X654000-4	 	Di 		005	Wild	K9 V	{ -3 }	(600+1)	[0000]	B	0	6
1508	Knae	J	1129	Zozaeue	X654000-4	 	Di 		005	Wild	K9 V	{ -3 }	(600-2)	[0000]	B	0	-12
1900	Knae	J	1129	Zozaeue	C654454-9	 	Ni Pa 		805	NaVa	K9 V	{ -1 }	(B34+1)	[839A]	Bc	0	132

1105	Knae	N	1137	Gogho	C333679-7	 	Na Px Po Ni 		922	Ve	F1 IV	{ 0 }	(752-2)	[]	B	0	0
1201	Knae	N	1137	Gogho	X333000-7	 	Di Na Px Po 		022	Ve	F1 IV	{ -3 }	(700-1)	[0000]	B	0	-7
1447	Knae	N	1137	Gogho	X333000-7	 	Di Na Px Po 		022	Wild	F1 IV	{ -3 }	(700-3)	[0000]	B	0	-21
1508	Knae	N	1137	Gogho	X333000-7	 	Di Po 		022	Wild	F1 IV	{ -3 }	(700-1)	[0000]	B	0	-7
1900	Knae	N	1137	Gogho	D333000-7	 	Di Po 		022	NaVa	F1 IV	{ -3 }	(700+1)	[0000]	B	0	7

1105	Knae	B	1203	Aedhueuen	C231301-8	 	Lo Po 		200	Va	M5 V M6 V	{ 0 }	(820+1)	[]	B	0	0
1201	Knae	B	1203	Aedhueuen	X231000-8	 	Di Po 		000	Va	M5 V M6 V	{ -3 }	(800+2)	[0000]	B	0	16
1447	Knae	B	1203	Aedhueuen	X231000-8	 	Di Po 		000	Wild	M5 V M6 V	{ -3 }	(800-2)	[0000]	B	0	-16
1508	Knae	B	1203	Aedhueuen	X231000-8	 	Di Po 		000	Wild	M5 V M6 V	{ -3 }	(800+1)	[0000]	B	0	8
1900	Knae	B	1203	Aedhueuen	A23158B-B	 	Ni Po 		700	NaVa	M5 V M6 V	{ 1 }	(846+3)	[364F]	B	0	576

1105	Knae	B	1207	Suo	C510635-9	 	Na Ni 		606	Va	M4 V M5 V	{ 0 }	(G54+2)	[]	B	0	0
1201	Knae	B	1207	Suo	X510000-9	 	Di Na 		006	Va	M4 V M5 V	{ -2 }	(G00+2)	[0000]	B	0	32
1447	Knae	B	1207	Suo	X510000-9	 	Di Na 		006	Wild	M4 V M5 V	{ -2 }	(G00+1)	[0000]	B	0	16
1508	Knae	B	1207	Suo	X510000-9	 	Di 		006	Wild	M4 V M5 V	{ -2 }	(G00-1)	[0000]	B	0	-16
1900	Knae	B	1207	Suo	C510878-9	 	Na Pi Ph 		206	NaVa	M4 V M5 V	{ 0 }	(G76+3)	[3889]	BDe	0	2016

1105	Knae	B	1210	Kukaegzuerz	B576776-4	 	Ag Pi 		402	Va	F6 V	{ 0 }	(568-3)	[]	BCD	0	0
1201	Knae	B	1210	Kukaegzuerz	D576731-4	 	Ag Pi 		502	Va	F6 V	{ -1 }	(565-1)	[A656]	BCD	0	-150
1447	Knae	B	1210	Kukaegzuerz	D57679B-0	 	Ag Pi 		202	Wild	F6 V	{ -1 }	(569+5)	[9631]	BCD	0	1350
1508	Knae	B	1210	Kukaegzuerz	D576777-0	 	Ag Pi 		102	Wild	F6 V	{ -1 }	(566+1)	[4681]	BCD	0	180
1900	Knae	B	1210	Kukaegzuerz	C576100-4	 	Lo 		302	NaVa	F6 V	{ -2 }	(500+1)	[1168]	B	0	5

1105	Knae	F	1213	Ghaekagve	C898149-5	 	Lo 		313	VK	F6 V	{ 0 }	(700-3)	[]	B	0	0
1201	Knae	F	1213	Ghaekagve	E898234-4	 	Lo 		413	VK	F6 V	{ -3 }	(710-2)	[3174]	B	0	-14
1447	Knae	F	1213	Ghaekagve	E898000-4	 	Di 		013	Wild	F6 V	{ -3 }	(700-3)	[0000]	B	0	-21
1508	Knae	F	1213	Ghaekagve	E898000-4	 	Di 		013	Wild	F6 V	{ -3 }	(700-4)	[0000]	B	0	-28
1900	Knae	F	1213	Ghaekagve	B898756-7	 	Ag Pi 		913	NaVa	F6 V	{ 1 }	(76A-3)	[8839]	BCD	0	-1260

1105	Knae	F	1214	Dhoeeksvoen	C401840-9	 	Ic Va Na Pi Ph 		605	VK	F7 V	{ 0 }	(C79+2)	[]	BDe	0	0
1201	Knae	F	1214	Dhoeeksvoen	X401000-9	 	Di Ic Va Na Pi 		005	VK	F7 V	{ -2 }	(C00+1)	[0000]	BD	0	12
1447	Knae	F	1214	Dhoeeksvoen	X401000-9	 	Di Ic Va Na Pi 		005	Wild	F7 V	{ -2 }	(C00-1)	[0000]	BD	0	-12
1508	Knae	F	1214	Dhoeeksvoen	X401000-9	 	Di Ic Va 		005	Wild	F7 V	{ -2 }	(C00-5)	[0000]	B	0	-60
1900	Knae	F	1214	Dhoeeksvoen	B4016A9-B	 	Ic Va Na Ni 		105	NaVa	F7 V	{ 1 }	(C53+3)	[7767]	B	0	540

1105	Knae	F	1220	Thaethunokh	E98A368-7	 	Lo Wa 		703	VK	F8 V M7 V	{ 0 }	(820+2)	[]	B	0	0
1201	Knae	F	1220	Thaethunokh	X98A330-6	 	Lo Wa 		103	VK	F8 V M7 V	{ -3 }	(820+1)	[2164]	B	0	16
1447	Knae	F	1220	Thaethunokh	X98A000-6	 	Di Wa 		003	Wild	F8 V M7 V	{ -3 }	(800+4)	[0000]	B	0	32
1508	Knae	F	1220	Thaethunokh	X98A000-6	 	Di Wa 		003	Wild	F8 V M7 V	{ -3 }	(800+4)	[0000]	B	0	32
1900	Knae	F	1220	Thaethunokh	A98A410-D	 	Ni Wa 		203	NaVa	F8 V M7 V	{ 1 }	(B35+1)	[656D]	B	0	165

1105	Knae	J	1221	Khaeuek	B9B7353-A	 	Fl Lo 		723	VK	F8 V	{ 0 }	(C20-3)	[]	B	0	0
1201	Knae	J	1221	Khaeuek	X9B7000-A	 	Di Fl 		023	VK	F8 V	{ -1 }	(C00+2)	[0000]	B	0	24
1447	Knae	J	1221	Khaeuek	X9B7000-A	 	Di Fl 		023	Wild	F8 V	{ -1 }	(C00-4)	[0000]	B	0	-48
1508	Knae	J	1221	Khaeuek	X9B7000-A	 	Di Fl 		023	Wild	F8 V	{ -1 }	(C00+1)	[0000]	B	0	12
1900	Knae	J	1221	Khaeuek	A9B7520-B	 	Fl Ni 		423	NaVa	F8 V	{ 1 }	(C43+1)	[964A]	B	0	144

1105	Knae	J	1223	Gaeaeksdhael	C210100-A	 	Lo 		902	VK	A7 II	{ 0 }	(500-3)	[]	B	0	0
1201	Knae	J	1223	Gaeaeksdhael	X210000-A	 	Di 		002	VK	A7 II	{ -1 }	(500+1)	[0000]	B	0	5
1447	Knae	J	1223	Gaeaeksdhael	X210000-A	 	Di 		002	Wild	A7 II	{ -1 }	(500+3)	[0000]	B	0	15
1508	Knae	J	1223	Gaeaeksdhael	X210000-A	 	Di 		002	Wild	A7 II	{ -1 }	(500-2)	[0000]	B	0	-10
1900	Knae	J	1223	Gaeaeksdhael	A210103-E	 	Lo 		702	NaVa	A7 II	{ 1 }	(501+1)	[521H]	B	0	5

1105	Knae	J	1228	Soukogthae	C100302-9	 	Lo Va 		703	Va	M7 V	{ 0 }	(D20-1)	[]	B	0	0
1201	Knae	J	1228	Soukogthae	X100000-9	 	Di Va 		003	Va	M7 V	{ -2 }	(D00-4)	[0000]	B	0	-52
1447	Knae	J	1228	Soukogthae	X100000-9	 	Di Va 		003	Wild	M7 V	{ -2 }	(D00+5)	[0000]	B	0	65
1508	Knae	J	1228	Soukogthae	X100000-9	 	Di Va 		003	Wild	M7 V	{ -2 }	(D00+1)	[0000]	B	0	13
1900	Knae	J	1228	Soukogthae	B100633-9	 	Na Ni Va 		103	NaVa	M7 V	{ 0 }	(D56-4)	[2685]	B	0	-1560

1105	Knae	N	1231	Katsasdhedh	E737863-4	 	Cy Ph 		311	Ve	F3 V	{ 0 }	(678-1)	[]	Be	0	0
1201	Knae	N	1231	Katsasdhedh	X737000-4	 	Cy Di 		011	Ve	F3 V	{ -3 }	(600-3)	[0000]	B	0	-18
1447	Knae	N	1231	Katsasdhedh	X737000-4	 	Cy Di 		011	Wild	F3 V	{ -3 }	(600+1)	[0000]	B	0	6
1508	Knae	N	1231	Katsasdhedh	X737000-4	 	Di 		011	Wild	F3 V	{ -3 }	(600+2)	[0000]	B	0	12
1900	Knae	N	1231	Katsasdhedh	B73778B-8	 			611	NaVa	F3 V	{ 0 }	(868-3)	[575A]	B	0	-1152

1105	Knae	N	1236	Dzongaerr	C7B2132-7	 	Fl He Lo 		144	Ve	M4 V M4 V	{ 0 }	(600+1)	[]	B	0	0
1201	Knae	N	1236	Dzongaerr	X7B2000-7	 	Di Fl He 		044	Ve	M4 V M4 V	{ -3 }	(600-3)	[0000]	B	0	-18
1447	Knae	N	1236	Dzongaerr	X7B2000-7	 	Di Fl He 		044	Wild	M4 V M4 V	{ -3 }	(600-1)	[0000]	B	0	-6
1508	Knae	N	1236	Dzongaerr	X7B2000-7	 	Di Fl He 		044	Wild	M4 V M4 V	{ -3 }	(600-4)	[0000]	B	0	-24
1900	Knae	N	1236	Dzongaerr	A7B277A-A	 	Fl He 		644	NaVa	M4 V M4 V	{ 2 }	(E66+1)	[698B]	B	0	504

1105	Knae	B	1302	Osuetsadh	C75367B-7	 	Ni Po 		504	Va	G9 V M7 V	{ 0 }	(951-5)	[]	B	0	0
1201	Knae	B	1302	Osuetsadh	E75369A-5	 	Ni Po 		604	Va	G9 V M7 V	{ -3 }	(950+3)	[9373]	B	0	135
1447	Knae	B	1302	Osuetsadh	E753645-3	 	Ni Po 		304	Wild	G9 V M7 V	{ -3 }	(950-1)	[1351]	B	0	-45
1508	Knae	B	1302	Osuetsadh	E753657-5	 	Ni Po 		204	Wild	G9 V M7 V	{ -3 }	(951+1)	[8392]	B	0	45
1900	Knae	B	1302	Osuetsadh	C7538AD-7	 	Ph Po 		904	NaVa	G9 V M7 V	{ -1 }	(976-1)	[8777]	Be	0	-378

1105	Knae	B	1306	Ladha	C20055A-B	 	Ni Va 		605	Va	K7 V	{ 0 }	(D44+3)	[]	B	0	0
1201	Knae	B	1306	Ladha	X200000-B	 	Di Va 		005	Va	K7 V	{ -1 }	(D00+1)	[0000]	B	0	13
1447	Knae	B	1306	Ladha	X200000-B	 	Di Va 		005	Wild	K7 V	{ -1 }	(D00+1)	[0000]	B	0	13
1508	Knae	B	1306	Ladha	X200000-B	 	Di Va 		005	Wild	K7 V	{ -1 }	(D00+3)	[0000]	B	0	39
1900	Knae	B	1306	Ladha	C200675-9	 	Na Ni Va 		605	NaVa	K7 V	{ -1 }	(D51+4)	[755A]	B	0	260

1105	Knae	B	1308	Zathaesisagh	C462576-3	 	Ni Pr 		901	Va	F1 V M3 V	{ 0 }	(346+1)	[]	Bc	0	0
1201	Knae	B	1308	Zathaesisagh	E462579-2	 	Ni Pr 		501	Va	F1 V M3 V	{ -3 }	(341-3)	[3242]	Bc	0	-36
1447	Knae	B	1308	Zathaesisagh	E462000-2	 	Di 		001	Wild	F1 V M3 V	{ -3 }	(300-2)	[0000]	B	0	-6
1508	Knae	B	1308	Zathaesisagh	E462000-2	 	Di 		001	Wild	F1 V M3 V	{ -3 }	(300-5)	[0000]	B	0	-15
1900	Knae	B	1308	Zathaesisagh	E462697-0	 	Ni Ri 		801	NaVa	F1 V M3 V	{ -2 }	(352-2)	[6462]	BC	0	-60

1105	Knae	B	1309	Agzfouthnous	B678467-7	 	Ni Pa 		110	Va	F8 V	{ 0 }	(B33-3)	[]	Bc	0	0
1201	Knae	B	1309	Agzfouthnous	D678120-6	 	Lo 		110	Va	F8 V	{ -3 }	(B00-4)	[3178]	B	0	-44
1447	Knae	B	1309	Agzfouthnous	D678000-6	 	Di 		010	Wild	F8 V	{ -3 }	(B00+2)	[0000]	B	0	22
1508	Knae	B	1309	Agzfouthnous	D678000-6	 	Di 		010	Wild	F8 V	{ -3 }	(B00+1)	[0000]	B	0	11
1900	Knae	B	1309	Agzfouthnous	B678333-7	 	Lo 		610	NaVa	F8 V	{ -1 }	(B20+4)	[2225]	B	0	88

1105	Knae	B	1310	Fisutsogh	D120200-6	 	De Lo Po 		200	Va	G9 V	{ 0 }	(610-1)	[]	B	0	0
1201	Knae	B	1310	Fisutsogh	X120000-6	 	De Di Po 		000	Va	G9 V	{ -3 }	(600+3)	[0000]	B	0	18
1447	Knae	B	1310	Fisutsogh	X120000-6	 	De Di Po 		000	Wild	G9 V	{ -3 }	(600+2)	[0000]	B	0	12
1508	Knae	B	1310	Fisutsogh	X120000-6	 	De Di Po 		000	Wild	G9 V	{ -3 }	(600+1)	[0000]	B	0	6
1900	Knae	B	1310	Fisutsogh	D120646-4	 	De Na Po Ni 		900	NaVa	G9 V	{ -3 }	(652+1)	[2357]	B	0	60

1105	Knae	F	1314	Ollkaen	E437674-7	 	Ni 		111	VK	F5 IV	{ 0 }	(751+2)	[]	B	0	0
1201	Knae	F	1314	Ollkaen	X437000-7	 	Di 		011	VK	F5 IV	{ -3 }	(700+1)	[0000]	B	0	7
1447	Knae	F	1314	Ollkaen	X437000-7	 	Di 		011	Wild	F5 IV	{ -3 }	(700-3)	[0000]	B	0	-21
1508	Knae	F	1314	Ollkaen	X437000-7	 	Di 		011	Wild	F5 IV	{ -3 }	(700-2)	[0000]	B	0	-14
1900	Knae	F	1314	Ollkaen	B437878-B	 	Ph 		111	NaVa	F5 IV	{ 2 }	(97C+1)	[7A77]	Be	0	756

1105	Knae	F	1316	Tarrung	B888874-7	 	Pa Ri Ph 		303	VK	F2 V	{ 0 }	(478-2)	[]	BcCe	0	0
1201	Knae	F	1316	Tarrung	D888889-6	 	Pa Ri Ph 	B	403	VK	F2 V	{ -1 }	(474+1)	[5766]	BcCe	0	112
1447	Knae	F	1316	Tarrung	D888844-1	 	Pa Ri Ph 		203	Wild	F2 V	{ -1 }	(475+1)	[D711]	BcCe	0	140
1508	Knae	F	1316	Tarrung	D88889B-2	 	Pa Ri Ph 		203	Wild	F2 V	{ -1 }	(474-1)	[57A1]	BcCe	0	-112
1900	Knae	F	1316	Tarrung	C888540-6	 	Ag Pr Ni 		303	NaVa	F2 V	{ -1 }	(445+1)	[5485]	BcC	0	80

1105	Knae	F	1317	Zueruzag	C353250-5	 	Lo Po 		902	VK	F6 V M6 V	{ 0 }	(A10+1)	[]	B	0	0
1201	Knae	F	1317	Zueruzag	E353137-4	 	Lo Po 		402	VK	F6 V M6 V	{ -3 }	(A00-3)	[1161]	B	0	-30
1447	Knae	F	1317	Zueruzag	E353000-4	 	Di Po 		002	Wild	F6 V M6 V	{ -3 }	(A00-2)	[0000]	B	0	-20
1508	Knae	F	1317	Zueruzag	E353000-4	 	Di Po 		002	Wild	F6 V M6 V	{ -3 }	(A00+2)	[0000]	B	0	20
1900	Knae	F	1317	Zueruzag	A353220-8	 	Lo Po 		102	NaVa	F6 V M6 V	{ -1 }	(C10+1)	[415A]	B	0	12

1105	Knae	J	1328	Daengvagh	C466979-B	 	Hi Pr 		815	Va	F9 V M7 V	{ 0 }	(B89-1)	[]	BcE	0	0
1201	Knae	J	1328	Daengvagh	X466424-2	 	Ni Pa 	B	415	Va	F9 V M7 V	{ -3 }	(531+1)	[6124]	Bc	0	15
1447	Knae	J	1328	Daengvagh	X466000-2	 	Di 		015	Wild	F9 V M7 V	{ -3 }	(500-3)	[0000]	B	0	-15
1508	Knae	J	1328	Daengvagh	X466000-2	 	Di 		015	Wild	F9 V M7 V	{ -3 }	(500+1)	[0000]	B	0	5
1900	Knae	J	1328	Daengvagh	A466678-D	 	Ag Ri Ni 		615	NaVa	F9 V M7 V	{ 3 }	(B58+2)	[595H]	BC	0	880

1105	Knae	N	1331	Rradhoutu	D325120-7	 	Lo 		302	Ve	F0 V M7 V	{ 0 }	(500-2)	[]	B	0	0
1201	Knae	N	1331	Rradhoutu	X325000-7	 	Di 		002	Ve	F0 V M7 V	{ -3 }	(500+2)	[0000]	B	0	10
1447	Knae	N	1331	Rradhoutu	X325000-7	 	Di 		002	Wild	F0 V M7 V	{ -3 }	(500+1)	[0000]	B	0	5
1508	Knae	N	1331	Rradhoutu	X325000-7	 	Di 		002	Wild	F0 V M7 V	{ -3 }	(500-1)	[0000]	B	0	-5
1900	Knae	N	1331	Rradhoutu	A325355-E	 	Lo 		502	NaVa	F0 V M7 V	{ 1 }	(721+4)	[148D]	B	0	56

