WORLD DATA																			
																			
																			
Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	SS	W	RU
Uist	2339	Ruda	C4328A8-6	Na Po 	Ph 			{ -1 }	(A76-1)	[8756]		M		800	NaAs	K2 V M5 V	O	4	378
Uist	2403	IHAUWAOYORU	B99AAAA-E	Hi In Wa 				{ 4 }	(F9G+5)	[CE7G]				403	AsVc	F3 V	C	14	10,800
Uist	2406	Elwaeasiy	E555000-0	Ba 				{ -3 }	(200-5)	[0000]				003	AsXX	M2 V	C	11	0
Uist	2407	Htyeakhtakao	A96A165-A	Lo Wa 			O:2403	{ 1 }	(311-1)	[1238]				200	AsVc	F4 V	C	8	3
Uist	2408	Khyoyu'	C9475A6-9	Ag Ni 				{ 0 }	(A44-1)	[4548]		R		403	AsVc	F2 V	C	6	144
Uist	2412	Ahiylohaw	C310166-B	Lo 			O:2414	{ 0 }	(611-1)	[114A]				212	AsSc	M3 V	G	10	5
Uist	2414	FASIYH	B100979-E	Hi In Na Va 				{ 4 }	(C8G+5)	[AD6F]		T		510	AsSc	F4 V	G	6	7,680
Uist	2418	Elulryu'	C86A498-7	Ni Wa 				{ -2 }	(631-2)	[4257]		R		400	AsVc	F4 V	G	8	14
Uist	2421	Adonplatmin	DAB5202-8	Fl Lo 				{ -3 }	(611-5)	[1114]				602	NaAs	A1 V	K	13	3
Uist	2423	Cao	C9C4522-9	Fl Ni 				{ -1 }	(B43-5)	[1415]		M		504	NaAs	M3 V M7 V	K	13	66
Uist	2428	Cauraleruvo	B00057A-9	As Ni Va 				{ 0 }	(944+2)	[757B]		K		202	NaAs	G3 V M6 V	K	10	288
Uist	2435	Unfad	C4328BA-9	Na Po 	Ph 			{ 0 }	(G79+2)	[A87B]		M		915	NaAs	K8 V M1 V	O	16	2,016
Uist	2437	Dolyo	C4297AA-B		Pi 			{ 1 }	(C6B+3)	[987D]				912	NaAs	M0 II	O	8	2,376
Uist	2440	Leli	A100457-E	Ni Va 				{ 2 }	(635+2)	[465E]		KM		300	NaAs	G0 III	O	10	180
Uist	2505	Oiahtaouh	C410484-B	Ni 				{ 0 }	(833-2)	[2439]		R		411	AsMw	A0 V	D	9	58
Uist	2507	Kihakhauea	D564548-7	Ag Ni 	Pr 			{ -2 }	(742-2)	[5357]				710	AsMw	F8 V	D	7	45
Uist	2511	Ehyu	B561697-A	Ni Ri 				{ 2 }	(E56+2)	[685A]		R		624	AsWc	F4 V M3 V	H	14	840
Uist	2513	Tohes	B100167-E	Lo Va 			O:2414	{ 1 }	(411+1)	[125E]				301	AsSc	M2 V	H	9	4
Uist	2515	Eaeas	E552578-7	Ni Po 				{ -3 }	(741-3)	[5257]				500	AsSc	F3 V M1 V	H	9	20
Uist	2519	Hreawellyu	D595124-5	Lo 				{ -3 }	(311-5)	[1133]				501	AsVc	F1 V	H	9	2
Uist	2523	Cide	C425120-9	Lo 				{ -1 }	(311-5)	[1114]				700	NaAs	M0 III	L	4	2
Uist	2527	Hifi	C676697-7	Ag Ni 				{ -1 }	(853-1)	[6557]				803	NaAs	F7 V	L	9	108
Uist	2528	Ipedi	C575311-5	Lo 				{ -2 }	(521-5)	[1111]		M		502	NaAs	K6 V M2 V	L	8	5
Uist	2533	Ofead	C583588-6	Ni 	Pr 			{ -2 }	(742-2)	[5356]		M		222	NaAs	M0 V	P	11	45
Uist	2601	Ouewaul	D8A5478-8	Fl Ni 				{ -3 }	(631-3)	[4158]				200	AsSc	G8 V	D	11	13
Uist	2604	Ehi'	B585877-A	Ri 	Pa Ph 			{ 3 }	(C7C+3)	[8B5A]				202	AsSc	M0 V	D	12	3,024
Uist	2605	AOUWIH	C866A77-C	Hi Ga 				{ 2 }	(D9D+2)	[AC5C]		R		301	AsSc	F8 V	D	11	3,042
Uist	2609	Aouirl	D434777-8					{ -2 }	(A66-2)	[7558]				201	AsSc	M3 V	D	6	288
Uist	2613	Haieawukea	C430599-8	De Ni Po 				{ -2 }	(A42-1)	[6369]				503	AsVc	M0 V	H	11	72
Uist	2614	Orkheiauwiw	C5618B7-8	Ri 	Ph 			{ 0 }	(C78+1)	[8858]		R		602	AsMw	F3 V	H	13	672
Uist	2625	Careo	C562689-5	Ni Ri 				{ -1 }	(853+1)	[7566]				904	NaAs	F8 V M2 V	L	9	120
Uist	2633	Fengaha	B552546-B	Ni Po 				{ 1 }	(B45+1)	[464A]		K		304	NaAs	F8 V	P	15	220
Uist	2701	Ereaw	C583584-9	Ni 	Pr 			{ -1 }	(843-3)	[3437]		R		710	AsWc	F9 V	D	6	67
Uist	2702	Eihauhaktea	B666444-9	Ni Ga 	Pa 			{ 0 }	(A33-2)	[2437]				722	AsT5	K5 V	D	16	72
Uist	2705	Ae	A544786-C	Ag 	Pi 			{ 3 }	(C6D+2)	[6A4B]				912	AsTv	F0 V M8 V	D	7	1,872
Uist	2708	Tu'eaw	E584000-0	Ba 				{ -3 }	(200-5)	[0000]				001	AsXX	F8 V	D	7	0
Uist	2711	Ahftakhe	A5518A6-C	Po 	Ph 			{ 2 }	(E7C+1)	[7A4B]		T		304	AsT7	K3 V	H	10	1,176
Uist	2713	Yuweakhua	C639113-B	Lo 				{ 0 }	(511-3)	[1128]				902	AsMw	M2 V	H	13	4
Uist	2716	Hreiteirle	C310586-B	Ni 				{ 0 }	(A44-1)	[454A]				503	AsWc	F4 V	H	8	144
Uist	2719	A'iiyl	C571235-6	He Lo 				{ -2 }	(411-4)	[1134]				702	AsMw	G9 V	H	8	2
Uist	2733	Aiy	D6A6447-8	Fl Ni 				{ -3 }	(C31-3)	[4158]				106	NaAs	F0 V M2 V	P	17	25
Uist	2735	Mouti	C535420-A	Ni 				{ 0 }	(633-4)	[1415]		M		500	NaAs	M2 V M4 V	P	7	32
Uist	2739	Kalypenwod	C540540-9	De He Ni Po 				{ -1 }	(B43-5)	[1414]		M		822	NaAs	F5 V	P	12	66
Uist	2740	Whipily	B423520-8	Ni Po 				{ -1 }	(A43-5)	[1413]		K		103	NaAs	F9 V M7 V	P	10	60
Uist	2802	Aweiyeei	E9D4000-0	Ba 				{ -3 }	(200-5)	[0000]				011	AsXX	F6 V	D	12	0
Uist	2805	Aikhoh	A89A57C-E	Ni Wa 	Da 			{ 1 }	(745+4)	[868H]			A	900	AsSc	K6 V	D	13	560
Uist	2806	Aseoa	C52585A-A		Ph Pi 			{ 1 }	(D7A+3)	[A97C]		R		312	AsMw	G7 V	D	8	2,730
Uist	2809	Iyieaieiyw	C5A1486-A	Fl He Ni 				{ 0 }	(A33-1)	[3449]				913	AsMw	M1 V	D	16	81
Uist	2810	Eie	C436314-9	Lo 				{ -1 }	(621-3)	[1237]				501	AsMw	M3 V	D	11	8
Uist	2812	Htouewaeihra	B89749A-B	Ni 	Pa 			{ 1 }	(934+3)	[657D]				103	AsWc	F8 V	H	7	324
Uist	2813	Yo'yulekha'	E686779-6	Ag Ga Ri 				{ 0 }	(967+1)	[8767]				805	AsSc	F6 V	H	10	378
Uist	2816	Wihearlahuaw	D83949B-7	Ni 	Da 			{ -3 }	(631-1)	[6179]			A	505	AsMw	F8 V M6 V	H	13	16
Uist	2823	Vado	D7856AB-6	Ag Ni Ga Ri 				{ -1 }	(853+1)	[8578]				304	NaAs	F7 V	L	8	120
Uist	2829	Awaui	E560144-4	De Lo 				{ -3 }	(311-5)	[1132]				114	AsTA	G1 V	L	13	2
Uist	2833	Foir	B9C5553-B	Fl Ni 				{ 1 }	(745-2)	[2628]				800	NaAs	M3 V M0 V	P	11	112
Uist	2834	UTI	C410985-C	Hi In Na 				{ 3 }	(B8E+1)	[7C3A]		M		500	NaAs	F6 V	P	6	1,232
Uist	2835	Hesmes	X400410-7	Ni Va 	Fo 			{ -3 }	(631-5)	[1112]			R	700	NaAs	F3 V	P	5	9
Uist	2838	Fupator	B5A0621-8	He Ni 				{ -1 }	(B53-5)	[2514]				803	NaAs	F1 V M8 V M7 V	P	10	83
Uist	2839	Ates	C543555-7	Ni Po 				{ -2 }	(742-4)	[3335]				928	NaAs	F9 V M7 V	P	19	34
Uist	2904	TAELAOHEA'	C303987-B	Hi Ic In Na Va 				{ 3 }	(J8E+3)	[9C5B]				616	AsWc	F3 V M7 V	D	15	6,048
Uist	2906	EITYU	D777AC7-8	Hi In 				{ 0 }	(F99+1)	[AA58]				903	AsMw	F2 V M4 V	D	16	1,215
Uist	2909	Eiifau	C625368-A	Lo 			O:3109	{ 0 }	(721+1)	[335A]		R		402	AsTv	M2 V M5 V	D	9	14
Uist	2910	Olukhaih	C544315-9	Lo 				{ -1 }	(921-3)	[1237]				104	AsT5	F3 V M4 V	D	15	13
Uist	2911	Asti	B879578-B	Ni 				{ 1 }	(B45+1)	[565B]				804	AsSc	M0 V	H	12	220
Uist	2927	Oioireiheah	E766698-5	Ag Ni Ga Ri 				{ -1 }	(853-1)	[6555]				804	AsTA	F9 V M2 V	L	11	108
Uist	2928	Htearleaai	E57258A-6	He Ni 				{ -3 }	(741-1)	[7278]				425	AsTA	F0 V M4 V	L	14	25
Uist	2929	Wasaal	E41058A-7	Ni 				{ -3 }	(741-1)	[7279]				612	AsTA	K0 V M3 V	L	9	25
Uist	2932	O'ausoila	D435530-6	Ni 				{ -3 }	(741-5)	[1211]				604	AsTA	G1 V	P	16	14
Uist	3003	Iea	C421212-B	He Lo Po 				{ 0 }	(811-4)	[1217]				513	AsMw	M1 V K0 V	D	11	5
Uist	3008	Eaoaih	E664169-7	Lo 			O:3109	{ -3 }	(311-2)	[2168]				114	AsTv	K6 V M2 V	D	11	2
Uist	3009	Ealiykhtao	E310000-0	Ba 				{ -3 }	(200-5)	[0000]				004	AsXX	K0 V	D	14	0
Uist	3014	OIKHEARIYS	C583A83-A	Hi 				{ 2 }	(E9C-1)	[7C27]		T		302	AsT8	F7 V	H	8	1,361
Uist	3017	Aiwyaw	D9A478B-8	Fl 	Pz 			{ -2 }	(B66+1)	[957A]			A	302	AsVc	F3 V	H	12	396
Uist	3022	Tuengwhi	B554200-7	Lo 				{ -1 }	(411-5)	[1112]				501	NaAs	F0 V	L	12	2
Uist	3025	Homite	E310450-7	Ni 				{ -3 }	(631-5)	[1112]				100	NaAs	M8 II	L	4	9
Uist	3026	Oukhtoihwea	D89979B-6		Pi 			{ -2 }	(965+1)	[9578]				300	AsTA	F5 V M2 V	L	9	270
Uist	3034	Hiyrihahih	D622103-9	He Lo Po 				{ -2 }	(711-5)	[1126]				104	AsTA	M5 III D	P	15	4
Uist	3037	Yevec	C434204-7	Lo 				{ -2 }	(411-4)	[1135]				802	NaAs	M2 V	P	13	2
Uist	3108	HIWA'I	X591974-5	He Hi In 	Fo 			{ 0 }	(B88-2)	[7933]			R	410	AsSc	F6 V	D	12	563
Uist	3109	EAWEATEAAU	A8899D8-D	Hi 	Pr 			{ 3 }	(E8F+3)	[9C5D]				403	AsTv	F5 V	D	11	5,040
Uist	3116	Eale	B583164-9	Lo 	Da 		O:3117	{ 0 }	(711-2)	[1137]			A	504	AsSc	K9 V	H	9	6
Uist	3117	AOWEAEAW	C54297B-A	He Hi In Po 	Pz 			{ 3 }	(E8D+5)	[BC7C]		R	A	112	AsSc	F3 V	H	7	7,280
Uist	3120	Teao'	B645435-B	Ni 	Pa 			{ 1 }	(934-1)	[2539]		T		403	AsT0	F5 V	H	10	97
Uist	3134	Khtuhlao	D555544-7	Ag Ni 				{ -2 }	(742-4)	[3335]				502	AsTA	F8 V M5 V	P	13	34
Uist	3201	Hryueis	E776000-0	Ba 				{ -3 }	(200-5)	[0000]				002	AsXX	F1 V	D	8	0
Uist	3211	Eiwa	B535776-B					{ 2 }	(D6C+1)	[694A]		R		204	AsSc	M2 V G2 V	H	8	936
Uist	3213	Eweharlei	C564552-7	Ag Ni 	Pr 			{ -1 }	(743-5)	[1413]				702	AsMw	F1 V	H	12	42
Uist	3215	Aowye'er	C567753-8	Ag Ri 				{ 1 }	(B69-2)	[4825]				202	AsWc	F8 V	H	12	475
Uist	3232	IALEAOIE	C735988-6	Hi 				{ 0 }	(B88+1)	[9956]				820	AsTA	G1 V	P	8	704
Uist	3234	Isikhtayahre	C89A210-A	Lo Wa 				{ 0 }	(B11-4)	[1215]				425	AsTA	K1 V M8 V	P	15	7
Uist	3236	HTOIHOFTOI	D411979-9	Hi Ic In Na 				{ 1 }	(F8B+2)	[AA6A]				804	AsTA	F8 V	P	13	2,640
Ustr	0109	Awitiykos	E67A527-9	Ni Wa 				{ -2 }	(942-2)	[5359]				620	AsTv	K7 V	A	14	58
Ustr	0110	OAEAAW	B989946-C	Hi 	Pr 			{ 3 }	(B8E+2)	[8C4B]		T		500	AsT7	F5 V	A	8	2,464
Ustr	0111	Ftafiykhokhua	D55179C-6	Po 				{ -2 }	(965+1)	[A589]				410	AsVc	G9 V M4 V	E	9	270
Ustr	0113	Sei	E79A315-9	Lo Wa 				{ -2 }	(921-4)	[1137]				604	AsVc	F3 V	E	13	11
Ustr	0125	Yekta	B566434-A	Ni 	Pa 			{ 2 }	(935+1)	[2638]		KM		912	NaAs	F2 V M4 V	I	15	135
Ustr	0130	Hao	C8A3587-8	Fl Ni 				{ -2 }	(942-2)	[5358]		M		502	AsTA	M2 V	I	10	58
Ustr	0132	Eayeyo	A566583-B	Ag Ni 	Pr 			{ 2 }	(D46-1)	[2728]				924	AsTA	F6 V	M	17	281
Ustr	0135	Iyyo	D669477-4	Ni 				{ -3 }	(631-3)	[4154]				110	AsTA	F9 V	M	8	13
Ustr	0206	Yes	C430450-A	De Ni Po 				{ 0 }	(C33-4)	[1415]				215	AsVc	G2 V M6 V	A	14	65
Ustr	0212	Stiy	A666698-C	Ag Ni Ga Ri 				{ 3 }	(B57+3)	[695C]				403	AsMw	K1 V	E	8	1,155
Ustr	0214	Touukhaurl	B56659B-A	Ag Ni 	Pr 			{ 2 }	(B46+4)	[777C]		T		213	AsT8	F3 V	E	12	1,056
Ustr	0224	Ouye	C87987B-8		Ph Pi 			{ -1 }	(F77+1)	[A77A]				814	NaAs	F8 V M4 V	I	11	735
Ustr	0226	EUEAWIYS	EA999DC-7	Hi In 	Pz 			{ 0 }	(B89+3)	[C98A]			A	724	AsTA	G2 V	I	10	2,376
Ustr	0227	Ualawekh	C200596-9	Ni Va 				{ -1 }	(743-2)	[4448]				200	AsTA	G2 V M1 V	I	5	67
Ustr	0228	Hkuil	E5915AB-5	He Ni 				{ -3 }	(741-1)	[7277]				722	AsTA	F3 V	I	7	25
Ustr	0230	Earlrao	A310583-E	Ni 				{ 1 }	(945-2)	[262B]		K		502	AsTA	M2 V	I	11	144
Ustr	0236	Eahiywauhfe	B422200-A	He Lo Po 				{ 1 }	(411-3)	[1315]		K		300	NaAs	K2 III	M	8	3
Ustr	0240	Lyuhalriywal	B544635-8	Ag Ni 				{ 0 }	(D54-2)	[4636]				523	NaAs	F5 V	M	13	208
Ustr	0313	Susteaeakh	X778787-5	Ag 	Pi Fo 			{ -1 }	(966-1)	[7655]			R	214	AsT2	F1 V	E	16	292
Ustr	0323	IRISTAORLEIH	X776976-5	Hi In 	Fo 	(Q'ekzle)		{ 0 }	(B88-1)	[8944]			R	600	NaAs	F4 V	I	12	634
Ustr	0328	Ftoileieah	E422732-7	He Na Po 	Pi 			{ -2 }	(966-5)	[3513]				920	AsTA	K8 V	I	10	162
Ustr	0330	Ayoreisti	B553572-A	Ni Po 				{ 2 }	(746-2)	[1716]		KM		500	AsTA	F1 V M4 V	I	4	134
Ustr	0409	Fyuwul	C968778-8	Ag Ri 				{ 2 }	(B6A+2)	[7958]		RT		502	AsSc	F3 V M5 V	A	6	1,320
Ustr	0412	Stuilyoei	D581277-7	Lo 				{ -3 }	(411-3)	[2157]				603	AsSc	G8 V M7 V	E	11	3
Ustr	0413	Firlyelyerlar	E568658-7	Ag Ni Ri 				{ -1 }	(853-1)	[6557]				124	AsVc	F3 V M8 V M7 V	E	13	108
Ustr	0414	Hruaryulraiw	CA88573-8	Ag Ni 	Pr 			{ -1 }	(943-4)	[2425]				120	AsSc	F9 V M4 V	E	9	65
Ustr	0421	EISYUH	E667A79-9	Hi Ga 				{ 0 }	(F9A+1)	[BA6A]				503	AsSc	F5 V M2 V	I	9	1,350
Ustr	0422	Eakhei	C76A679-5	Ni Ri Wa 				{ -1 }	(853+1)	[7566]		M		800	NaAs	F0 V	I	8	120
Ustr	0425	Ktao	E433000-0	Ba Po 				{ -3 }	(200-5)	[0000]				002	NaXX	K3 V	I	9	0
Ustr	0427	Kakhuhauwaih	B200330-D	Lo Va 				{ 1 }	(821-3)	[1418]		K		312	NaAs	G7 V M3 V	I	13	11
Ustr	0429	Ei	E544312-5	Lo 				{ -3 }	(521-5)	[1111]				124	AsTA	G8 V M1 V	I	15	5
Ustr	0431	Tiselea	E433579-9	Ni Po 				{ -2 }	(B42-1)	[636A]				613	NaAs	F6 V M7 V	M	16	79
Ustr	0434	Khowau	C541797-5	He Po 	Pi 			{ -1 }	(966-1)	[7655]				703	NaAs	F3 V	M	9	292
Ustr	0436	Ar	D582611-3	Ni Ri 				{ -2 }	(852-5)	[2411]				313	NaAs	G7 V	M	12	40
Ustr	0501	UIHIWIYSEAR	E575976-7	Hi In 				{ 0 }	(B89-1)	[8946]				114	AsSc	M0 V	A	12	713
Ustr	0502	Erlou'a	B676415-B	Ni 	Pa 			{ 1 }	(834-1)	[2539]				402	AsMw	G7 V M0 V	A	13	86
Ustr	0504	Hwyawalehoarl	B435796-B					{ 2 }	(C6C+1)	[694A]		R		903	AsMw	K7 V M2 V	A	11	864
Ustr	0519	Wafai	C5117C9-9	Ic Na 	Pi 			{ 0 }	(969+1)	[876A]		R		900	AsWc	G8 V M5 V	E	13	486
Ustr	0523	Hweilea'ei'	C302345-B	Ic Lo Va 				{ 0 }	(921-2)	[1339]		M		804	NaAs	K5 V	I	14	14
Ustr	0524	Uh	A430313-E	De Lo Po 				{ 2 }	(A21-1)	[152B]		KM		605	NaAs	G3 V	I	14	18
Ustr	0525	Aowi'oi'iy	E535799-7					{ -2 }	(966-1)	[8568]				313	NaAs	M0 V	I	10	292
Ustr	0526	Hta	B6A1611-B	Fl He Ni 				{ 1 }	(D55-3)	[2717]				523	NaAs	G4 V	I	8	228
Ustr	0531	Khakahah	B413402-A	Ic Ni 				{ 1 }	(B34-3)	[1516]		K		814	NaAs	G5 V	M	15	92
Ustr	0533	Uawoikhasa	E550320-5	De Lo Po 				{ -3 }	(521-5)	[1111]				805	NaAs	F9 V	M	12	5
Ustr	0601	Weiaofta	D664576-7	Ag Ni 	Pr 			{ -2 }	(742-3)	[4346]				200	AsSc	G9 V	A	5	39
Ustr	0603	Keahei	C69927B-8	Lo 				{ -2 }	(811+1)	[417A]		T		704	AsSc	F6 V	A	12	8
Ustr	0614	Hkelrasah	C984538-9	Ag Ni 	Pr 			{ 0 }	(A44+1)	[5559]		T		903	AsT2	M1 V	E	16	160
Ustr	0621	Ftaoeaor	B20088B-C	Na Va 	Ph Pi 			{ 2 }	(D7C+4)	[AA7E]				303	AsTv	G2 V M3 V	I	15	4,368
Ustr	0623	Hlaiuakti	A550588-C	De Ni Po 				{ 1 }	(745+1)	[565C]		K		800	NaAs	F8 V M3 V	I	5	140
Ustr	0625	Keaaikhtiyah	A629430-D	Ni 				{ 1 }	(B34-3)	[1518]		K		214	NaAs	K8 IV	I	14	92
Ustr	0626	Ihealul	B6B4411-9	Fl Ni 				{ 0 }	(933-4)	[1415]		K		303	NaAs	M2 V M8 V	I	13	49
Ustr	0629	Saryehiy	CA5A683-A	Ni Oc 				{ 0 }	(854-3)	[3627]				300	AsIf	F6 V M1 V	I	10	112
Ustr	0633	AOEIKHTISIYR	D662999-7	Hi 	Pr 			{ -1 }	(B88+1)	[A868]				604	NaAs	F0 V	M	10	704
Ustr	0639	Yel	B774452-B	Ni 	Pa 			{ 1 }	(934-3)	[1517]		M		303	NaAs	F3 V	M	14	76
Ustr	0640	Oftouei	E625224-7	Lo 				{ -3 }	(411-5)	[1135]				513	NaAs	M3 V M9 V	M	13	2
Ustr	0706	Khtekhteirl	A615277-E	Ic Lo 				{ 1 }	(611+1)	[235E]		R		402	AsSc	K0 V M8 V	A	12	6
Ustr	0707	Riyaihta	B8A7557-D	Fl Ni 				{ 2 }	(A46+2)	[575D]		RT		403	AsT1	G7 V	A	16	480
Ustr	0708	ALRIRLEIH	A859A89-E	Hi 				{ 3 }	(G9F+4)	[BD6F]				204	AsTv	F1 V	A	12	8,640
Ustr	0709	Yuhaoewoiyeu	E573486-7	Ni 				{ -3 }	(631-4)	[3146]				920	AsT7	K0 V M6 V	A	7	11
Ustr	0711	Uaeahlaoiykh	A96A549-D	Ni Wa 	Pr 			{ 1 }	(A45+2)	[666E]		T		212	AsT2	G2 V	E	14	400
Ustr	0717	Khuiheftah	A543498-B	Ni Po 				{ 1 }	(834+1)	[455B]		R		211	AsWc	F2 V M0 V	E	10	96
Ustr	0723	Ealeafeatreis	B540203-8	De He Lo Po 				{ -1 }	(511-4)	[1125]		M		410	NaAs	M1 V M4 V	I	6	3
Ustr	0724	U'eihyoesea	C88A633-9	Ni Ri Wa 				{ 0 }	(B54-3)	[3626]				203	NaAs	F8 V M5 V	I	9	154
Ustr	0725	Aftyakhteia	E668556-6	Ag Ni 	Pr 			{ -2 }	(742-3)	[4345]				102	NaAs	F0 V	I	5	39
Ustr	0728	Fahlya'ya	A400332-E	Lo Va 				{ 2 }	(721-2)	[151A]		KM		720	NaAs	F2 V	I	10	11
Ustr	0730	Ehreasil	D575587-7	Ag Ni 				{ -2 }	(742-2)	[5357]				620	AsIf	M3 V	I	7	45
Ustr	0732	IUIHEASEAR	C588ADC-9	Hi 	Pz 			{ 1 }	(C9B+4)	[DB8C]			A	700	AsIf	F0 V	M	7	4,752
Ustr	0735	Htewua	C6477AC-6	Ag 	Pi 			{ 0 }	(967+3)	[A789]		M		504	NaAs	F1 V M0 V	M	7	1,134
Ustr	0736	Ilreaw	D8B7472-8	Fl Ni 				{ -3 }	(931-5)	[1114]				503	NaAs	M0 V M4 V	M	11	14
Ustr	0737	Takhisihoah	C433100-C	Lo Po 				{ 0 }	(911-4)	[1117]				215	NaAs	M1 V	M	11	5
Ustr	0803	Ourakhoai	B6B116B-C	Fl He Lo 			O:1203	{ 1 }	(311+3)	[327E]				700	AsTv	M9 III M4 V	A	5	9
Ustr	0808	Aoowyelrisaia	B7465AB-9	Ag Ni 				{ 1 }	(A45+3)	[767B]		T		203	AsTv	F4 V M1 V	A	12	600
Ustr	0810	Hkourlaiw	A410103-E	Lo 				{ 1 }	(A11-2)	[122B]		R		225	AsMw	K2 V M8 V	A	11	8
Ustr	0821	FTEA	D540973-8	De He Hi In Po 				{ 0 }	(B89-3)	[6925]				200	AsSc	F2 V	I	5	554
Ustr	0822	Eau	E528000-0	Ba 				{ -3 }	(200-5)	[0000]				003	AsXX	F7 IV	I	8	0
Ustr	0824	Aowawuheistea	B302345-B	Ic Lo Va 				{ 1 }	(821-1)	[1439]		K		303	NaAs	M0 V M7 V	I	12	14
Ustr	0827	Uiryeh	C884342-8	Lo 				{ -2 }	(B21-5)	[1114]				924	NaAs	F4 V	I	14	11
Ustr	0830	IWYAKHIYRASEI	A5969BC-C	Hi In 				{ 5 }	(G8G+5)	[CE8F]		KM		114	AsIf	F2 V	I	11	10,240
Ustr	0831	Hro	B7C8444-C	Fl Ni 				{ 2 }	(935+1)	[263A]		KM		703	AsIf	M1 V M0 V	M	9	135
Ustr	0832	IHTAOIS	C575A8A-9	Hi In 				{ 2 }	(F9C+4)	[CC7B]		M		503	AsIf	F0 V M9 V	M	13	6,480
Ustr	0839	Asis	C579351-6	Lo 				{ -2 }	(521-5)	[1112]				303	NaAs	F6 V	M	9	5
Ustr	0903	Hlyutehewour	B868426-B	Ni 	Pa 			{ 1 }	(A34+1)	[354A]		R		404	AsMw	F0 V	B	13	120
Ustr	0904	Keawiyrleahai	B69A538-D	Ni Wa 				{ 1 }	(945+1)	[565D]				302	AsT0	G4 V	B	13	180
Ustr	0906	Hwealr	B420525-D	De He Ni Po 				{ 1 }	(945-1)	[363B]				320	AsWc	M1 V M6 V	B	10	162
Ustr	0907	Toilearauoi	C594675-8	Ag Ni 				{ -1 }	(853-3)	[4536]				600	AsSc	F9 V	B	9	84
Ustr	0908	Iyi	EA8A677-8	Ni Oc Ri 				{ -2 }	(D52-2)	[6458]				523	AsSc	F8 V M9 V	B	12	104
Ustr	0909	Atlilriyrl	E693789-6		Pi 			{ -2 }	(965-1)	[8567]				304	AsVc	F0 V M4 V	B	13	243
Ustr	0915	Fi'eayerlrfoi	A8A416A-D	Fl Lo 			O:1011	{ 1 }	(611+3)	[327F]		R		612	AsSc	M3 V M7 V M7 V	F	8	18
Ustr	0921	Uwiy	B434266-D	Lo 			O:0923	{ 1 }	(511+1)	[134C]				901	AsVc	M0 V M8 V	J	10	5
Ustr	0923	EAKHISEL	A5539BB-D	Hi Po 				{ 3 }	(F8F+5)	[BC7F]		R		313	AsVc	F0 V M4 V	J	12	9,000
Ustr	0925	Eireahau	C67357C-6	Ni 		Droy5		{ -2 }	(742+1)	[8389]				404	NaAs	F8 V	J	15	56
Ustr	0926	Yekhtawais	E658798-5	Ag 				{ -1 }	(966-1)	[7655]				501	NaAs	M0 V	J	13	292
Ustr	0927	Ileahea	C511559-7	Ic Ni 				{ -2 }	(742-1)	[6368]		M		123	NaAs	M1 V	J	11	50
Ustr	0929	WIA	A54498B-B	Hi In 	Cp			{ 4 }	(E8F+5)	[BD7D]		K		103	AsIf	K0 V M5 V	J	13	8,400
Ustr	0931	Uaiyeakhiy'	B420584-A	De He Ni Po 				{ 2 }	(B46+1)	[3738]		KM		804	AsIf	G3 V M8 V	N	14	264
Ustr	0932	Hlisaue	D590244-6	De He Lo 				{ -3 }	(411-5)	[1134]				304	AsIf	G5 V M5 V	N	12	2
Ustr	0935	Auaueaa	B000511-9	As Ni Va 				{ 0 }	(A44-4)	[1515]		M		503	NaAs	M0 V	N	12	96
Ustr	0939	Oieirouliyla	E541416-7	He Ni Po 				{ -3 }	(631-4)	[3146]				902	NaAs	F5 V	N	10	11
Ustr	1002	Ekekhalea	CAB86B9-9	Fl Ni 				{ -1 }	(C53+1)	[756A]				804	AsT7	G6 V M3 V	B	13	180
Ustr	1004	Ausei	B9D955A-9	Ni 				{ 0 }	(C44+2)	[757B]				232	AsTv	G1 V	B	15	384
Ustr	1006	Eihiy	D8A68AB-8	Fl 	Ph 			{ -2 }	(A76+1)	[A67A]				100	AsWc	F4 V	B	10	420
Ustr	1011	Hwuaea	A668877-C	Ri 	Pa Ph 	Huma3		{ 4 }	(B7E+4)	[8C5C]		RT		610	AsSc	F6 V	F	10	4,312
Ustr	1016	Seihaheieaa'	B769467-C	Ni 			O:1219	{ 1 }	(834+1)	[455C]				511	AsVc	K9 V	F	8	96
Ustr	1020	Akhewiyw	A54748A-D	Ni 	Pa 			{ 1 }	(834+3)	[657F]		T		220	AsT9	G8 V M8 V	F	9	288
Ustr	1023	Ehkastei	E696855-7		Pa Ph Pi 			{ -2 }	(A76-4)	[6635]				813	AsMw	G0 V	J	16	252
Ustr	1027	Koeal	D588344-3	Lo 				{ -3 }	(521-5)	[1131]				901	NaAs	G6 V	J	8	5
Ustr	1028	Eilraiktearl	B4326B8-A	Na Ni Po 				{ 1 }	(C55+1)	[675A]		K		822	AsIf	M2 V	J	10	300
Ustr	1030	Hlaikai	B544472-8	Ni 	Pa 			{ -1 }	(632-5)	[1314]		M		600	AsIf	G3 V	J	6	18
Ustr	1038	Aueawuaoluil	C565200-A	Lo 				{ 0 }	(811-4)	[1215]				904	NaAs	F5 V	N	12	5
