	Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	s	SS	W	RU	Tech-Mod	St	S	A	H	P	G	L	T	P	B	G	St		Ag 	As 	Ba 	De 	Fl 	He 	Hi 	Ic 	In 	Lo 	Na 	Ni 	Oc 	Po 	Ga 	Ri 	Va 	Wa 	Pa 	Pi 	Pr 	Ph 	An 	Cp		Di 	Fo 	Pz 	Da 	B	c	C	D	e	E	f	F	G	Location	Scout ID	Stars	M1000 Names	M0 Names	Rule of Man Names	Ziru Sirka	Res	Lab	Inf	i	Eff	e	Importance	Homogeneity	Acceptance	Strangeness	Symbols	Population	Human?	Alien?	 Human 	 Non-Human 	Human Minor	Important	Noble				x	y
Milieu 0	Vlan	2520	Ummungigush	D540697-A	De He Ni Po 				{ -1 }	(B57+3)	[B528]				602	ImDv	M2 V	1	P	12	1,155	2	4	5	4	0	6	9	7	10	6	0	2	D	130				De 		He 						Ni 		Po 																B									Vlan 3368	540-	M2 V	Kirlikin	Ummungigush	Ummungigush	Ummungigush	B	5	7	7	+3	3	-1	B	5	2	8	 6,000,000.00 	 0.90 	0	 5,400,000 	 600,000 	0	-1						
Milieu 0	Vlan	2524	Gadukur	D200615-A	Na Ni Va 				{ -1 }	(B5A+2)	[8528]				320	ImDv	M4 III	1	P	7	1,100	4	4	2	0	0	6	1	5	10	3	2	0	D	796											Na 	Ni 					Va 													B									Vlan 4034	200-	M4 III	Jiinasha	Gadukur	Chiseler	Gadukur	B	5	10	A	+2	2	-1	8	5	2	8	 3,000,000.00 	 0.90 	0	 2,700,000 	 300,000 	0	-1						
Milieu 0	Vlan	2526	Udar	B89766B-8	Ag Ni 				{ 0 }	(A5C+3)	[7628]				510	ImDv	F3 V	1	P	13	1,800	6	2	8	9	7	6	6	11	8	5	1	0	B	2299	Ag 											Ni 																		B		C							Vlan 5537	897-	F3 V	Vallae	Udar	Udar	Udar	A	5	12	C	+3	3	+0	7	6	2	8	 5,000,000.00 	 0.90 	0	 4,500,000 	 500,000 	0	0						
Milieu 0	Vlan	2527	Kegasmuushke	D430692-9	De Na Ni Po 				{ -2 }	(A59+1)	[7428]				201	ImDv	M1 V M0 V	2	D	13	450	4	4	4	3	0	6	9	2	9	2	0	1	D	3465				De 							Na 	Ni 		Po 																B									Vlan 6703	430-	M1 V M0 V	Chrysantheum	Kegasmuushke	Drama	Kegasmuushke	A	5	9	9	+1	1	-2	7	4	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	-2						
Milieu 0	Vlan	2528	Kumukugish	D675676-8	Ag Ni 				{ -2 }	(957-1)	[6428]				701	ImDv	K5 V M3 V	2	P	10	284	2	4	6	7	5	6	7	6	8	7	0	1	D	3722	Ag 											Ni 																		B		C							Vlan 6960	675-	K5 V M3 V	Hiroshi	Kumukugish	Dacca	Kumukugish	9	5	7	7	-1	-1	-2	6	4	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	-2						
Milieu 0	Vlan	2530	Urki	D551692-A	Ni Po 				{ -1 }	(A57+1)	[9528]				710	ImDv	M1 V	1	P	15	350	2	4	5	5	1	6	9	2	10	7	1	0	D	5131												Ni 		Po 																B									Vlan 8369	551-	M1 V	Fymur	Urki	Urki	Urki	A	5	7	7	+1	1	-1	9	5	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	-1						
Milieu 0	Vlan	2531	Dadishaka	F5776A9-A	Ag Ni 				{ 0 }	(956+1)	[9628]				721	ImDv	K8 V	1	P	7	270	0	6	5	7	7	6	10	9	10	7	2	1	F	5301	Ag 											Ni 																		B		C							Vlan 8539	577-	K8 V	Enpar Konal	Dadishaka	Dadishaka	Dadishaka	9	5	6	6	+1	1	+0	9	6	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	0						
Milieu 0	Vlan	2533	Umshishmikin	C98A634-7	Ni Ri Wa 				{ -1 }	(C5C+4)	[8528]				021	ImDv	M0 V	1	P	12	2,880	6	3	9	8	10	6	3	4	7	0	2	1	C	4756												Ni 				Ri 		Wa 												B		C							Vlan 7994	98A-	M0 V	Timat	Umshishmikin	Kamei	Umshishmikin	C	5	12	C	+4	4	-1	8	5	2	8	 -   	 0.90 	0	 -   	 -   	0	-1						
Milieu 0	Vlan	2534	Uurkham	B7976B2-A	Ag Ni 				{ 2 }	(D5D+4)	[8828]				222	ImDv	G0 V	1	P	14	3,380	6	2	7	9	7	6	11	2	10	2	2	2	B	1	Ag 											Ni 																		B		C							Vlan 3239	797-	G0 V	Igikuuni	Uurkham	Uurkham	Uurkham	D	5	13	D	+4	4	+2	8	8	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	2						
Milieu 0	Vlan	2536	Khaalashgemi	E510644-A	Na Ni 				{ -1 }	(956-4)	[5528]				501	ImDv	M0 V	1	P	9	162	1	5	5	1	0	6	4	4	10	5	0	1	E	919											Na 	Ni 																		B									Vlan 4157	510-	M0 V	Ilma	Khaalashgemi	Karachi	Khaalashgemi	9	5	6	6	-4	-4	-1	5	5	2	8	 5,000,000.00 	 0.90 	0	 4,500,000 	 500,000 	0	-1						
Milieu 0	Vlan	2539	Diimmirmisa	D310637-A	Na Ni 				{ -1 }	(A5A+3)	[9528]				801	ImDv	M1 V	1	P	10	1,500	4	4	3	1	0	6	3	7	10	8	0	1	D	1856											Na 	Ni 																		B									Vlan 5094	310-	M1 V	Sakkuum	Diimmirmisa	Iiimmirmisa	Diimmirmisa	A	5	10	A	+3	3	-1	9	5	2	8	 8,000,000.00 	 0.90 	0	 7,200,000 	 800,000 	0	-1						
Milieu 0	Vlan	2540	Umkhashlu	D7C2654-A	Fl He Ni 				{ -1 }	(B59+1)	[7528]				002	ImDv	G8 V	1	P	7	495	3	4	7	12	2	6	5	4	10	0	0	2	D	3650					Fl 	He 						Ni 																		B									Vlan 6888	7C2-	G8 V	Ugarun	Umkhashlu	Rained	Umkhashlu	B	5	9	9	+1	1	-1	7	5	2	8	 -   	 0.90 	0	 -   	 -   	0	-1						
Milieu 0	Vlan	2605	Kakhardan	F586656-A	Ag Ni Ri 				{ 1 }	(957-4)	[2728]				703	ImDv	M0 V M2 V	2	L	7	189	0	6	5	8	6	6	5	6	10	7	0	3	F	4088	Ag 											Ni 				Ri 														B		C							Vlan 7326	586-	M0 V M2 V	Sazisi	Kakhardan	Kakhardan	Kakhardan	9	5	7	7	-4	-4	+1	2	7	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	1						
Milieu 0	Vlan	2610	Ashlusarga	D424639-A	Ni 				{ -1 }	(A5B-2)	[4528]				510	ImDv	G1 V	1	P	11	440	5	4	4	2	4	6	3	9	10	5	1	0	D	1												Ni 																		B									Vlan 3239	424-	G1 V	Anaam	Ashlusarga	Tiller	Ashlusarga	A	5	11	B	-2	-2	-1	4	5	2	8	 5,000,000.00 	 0.90 	0	 4,500,000 	 500,000 	0	-1						
Milieu 0	Vlan	2611	Bagukkun	D646636-A	Ag Ni 				{ 0 }	(D5A-1)	[5628]				722	ImDv	G5 V G9 V	2	P	11	585	3	4	6	4	6	6	3	6	10	7	2	2	D	1	Ag 											Ni 																		B		C							Vlan 3239	646-	G5 V G9 V	Khusher	Bagukkun	Bagukkun	Bagukkun	D	5	10	A	-1	-1	+0	5	6	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	0						
Milieu 0	Vlan	2612	Kigagaki	E778697-A	Ag Ni 				{ 0 }	(956-2)	[6628]				303	ImDv	M3 V	1	P	17	216	0	5	7	7	8	6	9	7	10	3	0	3	E	1	Ag 											Ni 																		B		C							Vlan 3239	778-	M3 V	Kordanor	Kigagaki	Ikigagaki	Kigagaki	9	5	6	6	-2	-2	+0	6	6	2	8	 3,000,000.00 	 0.90 	0	 2,700,000 	 300,000 	0	0						
Milieu 0	Vlan	2613	Merlagu	F596665-9	Ag Ni 				{ -1 }	(956-1)	[7528]				020	ImDv	F8 V	1	P	7	243	0	6	5	9	6	6	6	5	9	0	2	0	F	1	Ag 											Ni 																		B		C							Vlan 3239	596-	F8 V	Kusheggi	Merlagu	Ronnie	Merlagu	9	5	6	6	-1	-1	-1	7	5	2	8	 -   	 0.90 	0	 -   	 -   	0	-1						
Milieu 0	Vlan	2615	Diser	C775624-8	Ag Ni 				{ -1 }	(B59+2)	[8528]				620	ImDv	M0 V M1 V	2	P	7	990	4	3	7	7	5	6	2	4	8	6	2	0	C	1	Ag 											Ni 																		B		C							Vlan 3239	775-	M0 V M1 V	Gaarluzargu	Diser	Giant	Diser	B	5	9	9	+2	2	-1	8	5	2	8	 6,000,000.00 	 0.90 	0	 5,400,000 	 600,000 	0	-1						
Milieu 0	Vlan	2616	Khula	D522636-A	He Na Ni Po 				{ -1 }	(E59-2)	[5528]				723	ImDv	F8 V	1	P	12	504	3	4	5	2	2	6	3	6	10	7	2	3	D	1						He 					Na 	Ni 		Po 																B									Vlan 3239	522-	F8 V	Vuldaan	Khula	Kgikap	Kigikapsha	E	5	9	9	-2	-2	-1	5	5	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	-1						
Milieu 0	Vlan	2618	Lashramshimsha	D9D5668-A	Ni 				{ -1 }	(A59-1)	[6528]				310	ImDv	M1 V	1	P	13	405	3	4	9	13	5	6	6	8	10	3	1	0	D	1												Ni 																		B									Vlan 3239	9D5-	M1 V	Ninnigam	Lashramshimsha	Sachem	Lashramshimsha	A	5	9	9	-1	-1	-1	6	5	2	8	 3,000,000.00 	 0.90 	0	 2,700,000 	 300,000 	0	-1						
Milieu 0	Vlan	2620	Eshararnar	D866685-A	Ag Ni Ga Ri 				{ 1 }	(D5B-2)	[3728]				804	ImDv	M1 V	1	P	13	572	3	4	8	6	6	6	8	5	10	8	0	4	D	1	Ag 											Ni 			Ga 	Ri 														B		C							Vlan 3239	866-	M1 V	Ishala	Eshararnar	Eshararnar	Eshararnar	D	5	11	B	-2	-2	+1	3	7	2	8	 8,000,000.00 	 0.90 	0	 7,200,000 	 800,000 	0	1						
Milieu 0	Vlan	2621	Irkunimmir	B572696-9	He Ni 				{ 0 }	(A5C+2)	[7628]				210	ImDv	M2 V M2 V	2	P	7	1,200	6	2	5	7	2	6	9	6	9	2	1	0	B	1						He 						Ni 																		B									Vlan 3239	572-	M2 V M2 V	Razzun	Irkunimmir	Murmur	Irkunimmir	A	5	12	C	+2	2	+0	7	6	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	0						
Milieu 0	Vlan	2624	Irniirkiigi	C5786A6-A	Ag Ni 				{ 1 }	(B5C+3)	[7728]				220	ImDv	M3 V	1	P	13	1,980	4	3	5	7	8	6	10	6	10	2	2	0	C	1	Ag 											Ni 																		B		C							Vlan 3239	578-	M3 V	Dekhuun	Irniirkiigi	Saurian	Irniirkiigi	B	5	12	C	+3	3	+1	7	7	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	1						
Milieu 0	Vlan	2627	Lakesh	E000655-B	As Na Ni Va 				{ -1 }	(A58-1)	[7528]				710	ImDv	M2 V	1	P	10	360	2	5	0	0	0	6	5	5	11	7	1	0	E	1		As 									Na 	Ni 					Va 													B									Vlan 3239	000-	M2 V	Gunnar	Lakesh	Lakesh	Lakesh	A	5	8	8	-1	-1	-1	7	5	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	-1						
Milieu 0	Vlan	2628	Ishaargakun	F737695-A	Ni 				{ -1 }	(956-4)	[5528]				212	ImDv	K2 V G4 V K4 V	3	P	6	162	1	6	7	3	7	6	9	5	10	2	1	2	F	1												Ni 																		B									Vlan 3239	737-	K2 V G4 V K4 V	Deglaraarbiis	Ishaargakun	Ishaargakun	Ishaargakun	9	5	6	6	-4	-4	-1	5	5	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	-1						
Milieu 0	Vlan	2629	Urkugam	E202638-A	Ic Na Ni Va 				{ -1 }	(A56+1)	[9528]				110	ImDv	K5 V	1	P	7	300	2	5	2	0	2	6	3	8	10	1	1	0	E	1								Ic 			Na 	Ni 					Va 													B									Vlan 3239	202-	K5 V	Munakhiin	Urkugam	Flier	Urkugam	A	5	6	6	+1	1	-1	9	5	2	8	 1,000,000.00 	 0.90 	0	 900,000 	 100,000 	0	-1						
Milieu 0	Vlan	2631	Kurgumurgu	F543646-A	Ni Po 				{ -1 }	(955-3)	[6528]				613	ImDv	K7 V M2 V	2	P	10	158	0	6	5	4	3	6	4	6	10	6	1	3	F	1												Ni 		Po 																B									Vlan 3239	543-	K7 V M2 V	Gaarid	Kurgumurgu	Ukurgumurgu	Kurgumurgu	9	5	5	5	-3	-3	-1	6	5	2	8	 6,000,000.00 	 0.90 	0	 5,400,000 	 600,000 	0	-1						
Milieu 0	Vlan	2634	Misuumishu	B562683-A	Ni Ri 				{ 2 }	(A5D+3)	[7828]				210	ImDv	K0 V M2 V	2	P	16	1,950	6	2	5	6	2	6	8	3	10	2	1	0	B	536												Ni 				Ri 														B		C							Vlan 3774	562-	K0 V M2 V	Liisurkhish	Misuumishu	Misuumishu	Misuumishu	A	5	13	D	+3	3	+2	7	8	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	2						
Milieu 0	Vlan	2636	Uunkhasamge	C66A66B-A	Ni Ri Wa 				{ 1 }	(E5D+2)	[6728]				223	ImDv	G5 V	1	P	11	1,820	6	3	6	6	10	6	6	11	10	2	2	3	C	798												Ni 				Ri 		Wa 												B		C							Vlan 4036	66A-	G5 V	Iigshuren	Uunkhasamge	Uunkhasamge	Uunkhasamge	E	5	13	D	+2	2	+1	6	7	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	1						
Milieu 0	Vlan	2637	Siidusii	B571647-9	He Ni 				{ 0 }	(A5C+4)	[9628]				001	ImDv	F5 V M9 V	2	P	15	2,400	6	2	5	7	1	6	4	7	9	0	0	1	B	836						He 						Ni 																		B									Vlan 4074	571-	F5 V M9 V	Shiigus	Siidusii	Turban	Siidusii	A	5	12	C	+4	4	+0	9	6	2	8	 -   	 0.90 	0	 -   	 -   	0	0						
Milieu 0	Vlan	2640	Ziriingigin	D411685-A	Ic Na Ni 				{ -1 }	(D5A-1)	[5528]				322	ImDv	M1 V	1	P	12	585	4	4	4	1	1	6	8	5	10	3	2	2	D	1043								Ic 			Na 	Ni 																		B									Vlan 4281	411-	M1 V	Zerapii	Ziriingigin	Sardinia	Ziriingigin	D	5	10	A	-1	-1	-1	5	5	2	8	 3,000,000.00 	 0.90 	0	 2,700,000 	 300,000 	0	-1						
Milieu 0	Vlan	2713	Sapagigi	F200697-A	Na Ni Va 				{ -1 }	(A56-2)	[7528]				010	ImDv	G9 V	1	P	12	240	2	6	2	0	0	6	9	7	10	0	1	0	F	1055											Na 	Ni 					Va 													B									Vlan 4293	200-	G9 V	Linissa	Sapagigi	Sapagigi	Sapagigi	A	5	6	6	-2	-2	-1	7	5	2	8	 -   	 0.90 	0	 -   	 -   	0	-1						
Milieu 0	Vlan	2716	Shedgekirgag	E403665-9	Ic Na Ni Va 				{ -2 }	(A56-5)	[2428]				101	ImDv	K2 V M3 V	2	P	9	150	3	5	4	0	3	6	6	5	9	1	0	1	E	1138								Ic 			Na 	Ni 					Va 													B									Vlan 4376	403-	K2 V M3 V	Kimii	Shedgekirgag	Hkirgag	Shedgekirgag	A	5	6	6	-5	-5	-2	2	4	2	8	 1,000,000.00 	 0.90 	0	 900,000 	 100,000 	0	-2						
Milieu 0	Vlan	2721	Ramigukhu	C858657-9	Ag Ni 				{ 0 }	(C5C+1)	[4628]				821	ImDv	K3 V	1	D	10	720	4	3	8	5	8	6	5	7	9	8	2	1	C	1371	Ag 											Ni 																		B		C							Vlan 4609	858-	K3 V	Mennoral	Ramigukhu	Shakier	Ramigukhu	C	5	12	C	+1	1	+0	4	6	2	8	 8,000,000.00 	 0.90 	0	 7,200,000 	 800,000 	0	0						
Milieu 0	Vlan	2723	Eknikham	D683682-A	Ni Ri 				{ 0 }	(F58+1)	[7628]				024	ImDv	F8 V M3 V	2	H	12	600	2	4	6	8	3	6	8	2	10	0	2	4	D	1380												Ni 				Ri 														B		C							Vlan 4618	683-	F8 V M3 V	Malvar	Eknikham	Eknikham	Eknikham	F	5	8	8	+1	1	+0	7	6	2	8	 -   	 0.90 	0	 -   	 -   	0	0						
Milieu 0	Vlan	2725	Pikhargesh	D8B3653-A	Fl Ni 				{ -1 }	(A59-1)	[6528]				201	ImDv	M0 V M3 V	2	P	16	405	3	4	8	11	3	6	5	3	10	2	0	1	D	1449					Fl 							Ni 																		B									Vlan 4687	8B3-	M0 V M3 V	Floranus	Pikhargesh	Tunisia	Pikhargesh	A	5	9	9	-1	-1	-1	6	5	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	-1						
Milieu 0	Vlan	2728	Kalardedum	C68A659-9	Ni Ri Wa 				{ 0 }	(E5D+4)	[8628]				114	ImDv	M0 V	1	D	13	3,640	6	3	6	8	10	6	5	9	9	1	1	4	C	1765												Ni 				Ri 		Wa 												B		C							Vlan 5003	68A-	M0 V	Wakarsat	Kalardedum	Kalardedum	Kalardedum	E	5	13	D	+4	4	+0	8	6	2	8	 1,000,000.00 	 0.90 	0	 900,000 	 100,000 	0	0						
Milieu 0	Vlan	2732	Liikimkami	E582694-A	Ni Ri 				{ 0 }	(957-1)	[7628]				004	ImDv	G0 V M2 V	2	P	7	284	1	5	5	8	2	6	9	4	10	0	0	4	E	1942												Ni 				Ri 														B		C							Vlan 5180	582-	G0 V M2 V	Dnak'kritz	Liikimkami	Thuggish	Liikimkami	9	5	7	7	-1	-1	+0	7	6	2	8	 -   	 0.90 	0	 -   	 -   	0	0						
Milieu 0	Vlan	2733	Demshipdulu	B684673-9	Ag Ni Ri 				{ 2 }	(F5E+1)	[2828]				324	ImDv	F7 V	1	P	9	1,050	6	2	6	8	4	6	7	3	9	3	2	4	B	2855	Ag 											Ni 				Ri 														B		C							Vlan 6093	684-	F7 V	Zombagu	Demshipdulu	Demshipdulu	Demshipdulu	F	5	14	E	+1	1	+2	2	8	2	8	 3,000,000.00 	 0.90 	0	 2,700,000 	 300,000 	0	2						
Milieu 0	Vlan	2734	Naashap	D56367B-A	Ni Ri 				{ 0 }	(A58+1)	[7628]				401	ImDv	M1 V M5 V	2	H	10	400	2	4	5	6	3	6	7	11	10	4	0	1	D	3174												Ni 				Ri 														B		C							Vlan 6412	563-	M1 V M5 V	Beroni	Naashap	Kenosha	Naashap	A	5	8	8	+1	1	+0	7	6	2	8	 4,000,000.00 	 0.90 	0	 3,600,000 	 400,000 	0	0						
Milieu 0	Vlan	2737	Garnugiirna	D897639-A	Ag Ni 				{ 0 }	(B58-1)	[6628]				120	ImDv	M2 V M6 V	2	P	10	396	2	4	8	9	7	6	3	9	10	1	2	0	D	4195	Ag 											Ni 																		B		C							Vlan 7433	897-	M2 V M6 V	Braldini	Garnugiirna	Saffron	Garnugiirna	B	5	8	8	-1	-1	+0	6	6	2	8	 1,000,000.00 	 0.90 	0	 900,000 	 100,000 	1	0						
Milieu 0	Vlan	2738	Udishi	F545688-A	Ag Ni 				{ 0 }	(956-3)	[5628]				724	ImDv	G2 V K6 V	2	H	10	189	0	6	5	4	5	6	8	8	10	7	2	4	F	4478	Ag 											Ni 																		B		C							Vlan 7716	545-	G2 V K6 V	Shervan	Udishi	Dishi	Udishi	9	5	6	6	-3	-3	+0	5	6	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	0						
Milieu 0	Vlan	2739	Shagun	E651635-A	Ni Po 				{ -1 }	(956-4)	[5528]				301	ImDv	G2 V M3 V	2	P	7	162	1	5	6	5	1	6	3	5	10	3	0	1	E	4724												Ni 		Po 																B									Vlan 7962	651-	G2 V M3 V	Zhanora	Shagun	Shagun	Shagun	9	5	6	6	-4	-4	-1	5	5	2	8	 3,000,000.00 	 0.90 	0	 2,700,000 	 300,000 	0	-1						
Milieu 0	Vlan	2740	Apdirlikii	E87A635-9	Ni Wa 				{ -2 }	(956+1)	[9428]				802	ImDv	M1 V M6 V	2	P	7	270	2	5	8	7	10	6	3	5	9	8	0	2	E	5010												Ni 						Wa 												B									Vlan 8248	87A-	M1 V M6 V	Thaar	Apdirlikii	Prlikii	Apdirlikii	9	5	6	6	+1	1	-2	9	4	2	8	 8,000,000.00 	 0.90 	0	 7,200,000 	 800,000 	0	-2						
Milieu 0	Vlan	2806	Iirkhimamin	C581626-A	Ni Ri 				{ 1 }	(A5C+3)	[7728]				010	ImDv	F9 V G4 V	2	P	14	1,800	4	3	5	8	1	6	2	6	10	0	1	0	C	1												Ni 				Ri 														B		C							Vlan 3239	581-	F9 V G4 V	Debort	Iirkhimamin	Iiirkhimamin	Iirkhimamin	A	5	12	C	+3	3	+1	7	7	2	8	 -   	 0.90 	0	 -   	 -   	0	1						
Milieu 0	Vlan	2808	Niimli	D65875A-8	Ag 				{ -1 }	(A66-1)	[8628]				523	ImDv	G1 V	1	L	13	324	2	4	6	5	8	7	5	10	8	5	2	3	D	4488	Ag 																													B		C							Vlan 7726	658-	G1 V	Hakkat	Niimli	Hakata	Niimli	A	6	6	6	-1	-1	-1	8	6	2	8	 50,000,000.00 	 0.10 	1	 5,000,000 	 45,000,000 	0	-1						
Milieu 0	Vlan	2812	Iirmumiiku	C100784-A	Na Va 	Pi 			{ 1 }	(F6C+2)	[8828]				205	ImDv	M1 V	1	P	9	2,160	6	3	1	0	0	7	8	4	10	2	0	5	C	4656											Na 						Va 			Pi 										B			D						Vlan 7894	100-	M1 V	Ossin	Iirmumiiku	Oscine	Iirmumiiku	F	6	12	C	+2	2	+1	8	8	2	8	 20,000,000.00 	 0.90 	1	 18,000,000 	 2,000,000 	0	1						
Milieu 0	Vlan	2815	Iigilassa	D530758-A	De Na Po 				{ 0 }	(C69-3)	[5728]				320	ImDv	M2 V	1	D	9	454	3	4	5	3	0	7	5	8	10	3	2	0	D	2567				De 							Na 			Po 																B									Vlan 5805	530-	M2 V	Keshiil	Iigilassa	Cecil	Iigilassa	C	6	9	9	-3	-3	+0	5	7	2	8	 30,000,000.00 	 0.10 	1	 3,000,000 	 27,000,000 	0	0						
Milieu 0	Vlan	2816	Giikililu	E9C7755-C	Fl 				{ 0 }	(F68-1)	[8728]				623	ImDv	F7 III M2 V	2	P	8	648	1	5	9	12	7	7	5	5	12	6	2	3	E	1					Fl 																									B									Vlan 3239	9C7-	F7 III M2 V	Tratami	Giikililu	Traumata	Giikililu	F	6	8	8	-1	-1	+0	8	7	2	8	 60,000,000.00 	 0.10 	1	 6,000,000 	 54,000,000 	0	0						
Milieu 0	Vlan	2818	Assakhargir	F67773A-A	Ag 	Pi 			{ 1 }	(A65-1)	[9828]				422	ImDv	G3 V	1	P	11	270	0	6	6	7	7	7	3	10	10	4	2	2	F	1	Ag 																			Pi 										B		C	D						Vlan 3239	677-	G3 V	Khulekii	Assakhargir	Assakhargir	Assakhargir	A	6	5	5	-1	-1	+1	9	8	2	8	 40,000,000.00 	 0.10 	1	 4,000,000 	 36,000,000 	0	1						
Milieu 0	Vlan	2820	Rarkukudu	C100762-9	Na Va 	Pi 			{ 0 }	(B6C-1)	[5728]				101	ImDv	K5 V M0 V	2	P	8	713	6	3	1	0	0	7	6	2	9	1	0	1	C	5045											Na 						Va 			Pi 										B			D						Vlan 8283	100-	K5 V M0 V	Athanuez	Rarkukudu	Athenaeum	Rarkukudu	B	6	12	C	-1	-1	+0	5	7	2	8	 10,000,000.00 	 0.90 	1	 9,000,000 	 1,000,000 	0	0						
Milieu 0	Vlan	2823	Ishkirgammi	F8B8774-B	Fl 				{ 0 }	(G66-2)	[8728]				115	ImDv	M2 V	1	D	12	461	1	6	8	11	8	7	7	4	11	1	1	5	F	5762					Fl 																									B									Vlan 9000	8B8-	M2 V	Beshe	Ishkirgammi	Beech	Ishkirgammi	G	6	6	6	-2	-2	+0	8	7	2	8	 10,000,000.00 	 0.10 	1	 1,000,000 	 9,000,000 	0	0						
Milieu 0	Vlan	2824	Muudushimar	D72774A-A		Pi 			{ 0 }	(B69-4)	[3728]				810	ImDv	M1 V	1	P	11	356	3	4	7	2	7	7	4	10	10	8	1	0	D	1																				Pi 										B			D						Vlan 3239	727-	M1 V	Shukhuge	Muudushimar	Udushimar	Muudushimar	B	6	9	9	-4	-4	+0	3	7	2	8	 80,000,000.00 	 0.10 	1	 8,000,000 	 72,000,000 	0	0						
Milieu 0	Vlan	2825	Arnuszeki	E58775A-A	Ag Ri 				{ 2 }	(A66-1)	[8928]				510	ImDv	M1 V	1	D	12	324	0	5	5	8	7	7	5	10	10	5	1	0	E	167	Ag 															Ri 														B		C							Vlan 3405	587-	M1 V	Karbarlah	Arnuszeki	Gadding	Arnuszeki	A	6	6	6	-1	-1	+2	8	9	2	8	 50,000,000.00 	 0.10 	1	 5,000,000 	 45,000,000 	0	2						
Milieu 0	Vlan	2826	Admuki	F581744-8	Ri 				{ -1 }	(A65+1)	[A628]				810	ImDv	F3 V M0 V	2	P	16	300	0	6	5	8	1	7	4	4	8	8	1	0	F	1313																Ri 														B		C							Vlan 4551	581-	F3 V M0 V	Gokodeyo	Admuki	Juanita	Admuki	A	6	5	5	+1	1	-1	A	6	2	8	 80,000,000.00 	 0.10 	1	 8,000,000 	 72,000,000 	0	-1						
Milieu 0	Vlan	2827	Kimurkanla	B8C37A9-9	Fl 				{ 1 }	(F6C+5)	[C828]				314	ImDv	K7 V M3 V	2	P	10	5,400	7	2	8	12	3	7	10	9	9	3	1	4	B	1731					Fl 																									B									Vlan 4969	8C3-	K7 V M3 V	Iren	Kimurkanla	Airlock	Kimurkanla	F	6	12	C	+5	5	+1	C	8	2	8	 30,000,000.00 	 0.10 	1	 3,000,000 	 27,000,000 	0	1						
Milieu 0	Vlan	2829	Emshekiika	C43273D-A	Na Po 				{ 1 }	(E6B+5)	[D828]				022	ImDv	G2 V	1	P	7	4,620	4	3	4	3	2	7	3	13	10	0	2	2	C	2148											Na 			Po 																B									Vlan 5386	432-	G2 V	Sikilar	Emshekiika	Emshekiika	Emshekiika	E	6	11	B	+5	5	+1	D	8	2	8	 -   	 0.10 	0	 -   	 -   	0	1						
Milieu 0	Vlan	2830	Akhumkurdig	D56573A-A	Ag Ri 				{ 2 }	(E68+4)	[C928]				322	ImDv	F5 V M3 V	2	D	10	2,688	2	4	5	6	5	7	3	10	10	3	2	2	D	3064	Ag 															Ri 														B		C							Vlan 6302	565-	F5 V M3 V	Abalakova	Akhumkurdig	Akhumkurdig	Akhumkurdig	E	6	8	8	+4	4	+2	C	9	2	8	 30,000,000.00 	 0.10 	1	 3,000,000 	 27,000,000 	0	2						
Milieu 0	Vlan	2831	Erkha	C55379D-A	Po 				{ 1 }	(D6C+3)	[9828]				312	ImDv	M2 V	1	P	8	2,808	5	3	5	5	3	7	9	13	10	3	1	2	C	3646														Po 																B									Vlan 6884	553-	M2 V	Uureg	Erkha	The Uric Belt	Erkha	D	6	12	C	+3	3	+1	9	8	2	8	 30,000,000.00 	 0.10 	1	 3,000,000 	 27,000,000 	0	1						
Milieu 0	Vlan	2832	Seshulaasher	D778778-9	Ag 	Pi 			{ 0 }	(A67+4)	[D728]				414	ImDv	M0 V	1	H	12	1,680	2	4	7	7	8	7	7	8	9	4	1	4	D	5776	Ag 																			Pi 										B		C	D						Vlan 9014	778-	M0 V	Hisus	Seshulaasher	Setoff	Seshulaasher	A	6	7	7	+4	4	+0	D	7	2	8	 40,000,000.00 	 0.10 	1	 4,000,000 	 36,000,000 	0	0						
